bval E=0.010000,doca E=0.010000,bval E=0.014384,doca E=0.014384,bval E=0.020691,doca E=0.020691,bval E=0.029764,doca E=0.029764,bval E=0.042813,doca E=0.042813,bval E=0.061585,doca E=0.061585,bval E=0.088587,doca E=0.088587,bval E=0.127427,doca E=0.127427,bval E=0.183298,doca E=0.183298,bval E=0.263665,doca E=0.263665,bval E=0.379269,doca E=0.379269,bval E=0.545559,doca E=0.545559,bval E=0.784760,doca E=0.784760,bval E=1.128838,doca E=1.128838,bval E=1.623777,doca E=1.623777,bval E=2.335721,doca E=2.335721,bval E=3.359818,doca E=3.359818,bval E=4.832930,doca E=4.832930,bval E=6.951928,doca E=6.951928,bval E=10.000000,doca E=10.000000
477.697073294768,1584.02448863498,332.091564109627,1101.20241346788,230.867663040351,765.547984976217,160.497536216001,532.203444283714,111.576730981611,369.984000566923,77.5673395994575,257.21021189508,53.9242557082013,178.810686412763,37.4877541075782,124.307901073718,26.0612166004641,86.4179573344015,18.1175700402657,60.0771413992557,12.5952041762351,41.7651959157033,8.75609520970419,29.0348633315414,6.0871743124312,20.1848278260876,4.23175973107926,14.0323468967805,2.9418888802006,9.75518647610632,2.04517995667033,6.78173536355788,1.42179437276395,4.71461357032805,0.988421205591289,3.27756539085303,0.687143301716203,2.27853984872192,0.477697073294769,1.58402448863498
477.178781755553,1583.73805232989,331.731251565244,1101.00328501202,230.617176355124,765.409552308187,160.323399676892,532.107206890143,111.455672514071,369.91709702419,77.4831806249078,257.163701034133,53.8657489953607,178.778352397289,37.4470806622834,124.285422699089,26.0329407142994,86.4023305302895,18.0979128478985,60.0662777576098,12.5815386377084,41.7576435902908,8.74659502576448,29.0296130093202,6.08056985299396,20.1811778399018,4.22716835845584,14.029809452678,2.93869699102823,9.75342246324556,2.0429609783115,6.78050903452472,1.42025175499402,4.71376103521845,0.987348788830377,3.27697271458635,0.686397765309518,2.27812782445085,0.477178781755553,1.58373805232989
476.660833607872,1583.45202166921,331.371177744183,1100.80443855723,230.36685562863,765.271315685271,160.1493785111,532.011105785724,111.33469425323,369.850288228694,77.3990774094768,257.117256040782,53.8072810458577,178.746064172493,37.4064341649816,124.262976157809,26.0046835621854,86.386725856493,18.0782686793083,60.0554295007997,12.5678821532176,41.7501019603053,8.73710113612538,29.0243701224829,6.07396976930915,20.1775330227413,4.222580027824,14.0272756020446,2.93550721662649,9.75166094853867,2.04074347012598,6.77928444219013,1.41871015927798,4.71290970744919,0.986277082593968,3.27638087765397,0.685652722854348,2.27771638367895,0.476660833607872,1.58345202166921
476.143228251854,1583.16639610715,331.011342229417,1100.60587372408,230.116700570956,765.133274843691,159.975472517077,531.91514078708,111.213796058973,369.783574052951,77.3150298557587,257.070876826403,53.7488517919765,178.713821676764,37.3658145685974,124.240561407048,25.9764451113955,86.3711432832355,18.0586375117439,60.0445966081252,12.5542347069463,41.7425710113562,8.72761352979134,29.0191346610251,6.06737405373276,20.1738933676512,4.21799473386965,14.0247453400454,2.93231955330107,9.74990192862436,2.03852742954551,6.77806158421737,1.4171695838304,4.71205958539578,0.985206085640843,3.27578987892657,0.684908173487807,2.27730552562111,0.476143228251854,1.58316639610715
475.625965088763,1582.88117509909,330.651744604708,1100.40759013396,229.866710892735,764.995429520239,159.80168149366,531.819311711229,111.092977791453,369.716954369755,77.231037866532,257.024563302561,53.6904611661295,178.681624848624,37.3252218261443,124.218178404065,25.948225329265,86.355582780805,18.0390193224971,60.0337790589306,12.5405962831078,41.7350507290839,8.71813219578764,29.0139066149641,6.06078269863523,20.1702588676916,4.2134124712888,14.0222186618557,2.92913399736467,9.74814540014865,2.0363128540067,6.77684045827477,1.41563002686923,4.71121066743726,0.984135796732133,3.27519971727726,0.684164116348643,2.27689524949393,0.475625965088763,1.58288117509909
475.109043520995,1582.5963581016,330.292384454607,1100.20958740907,229.616886305152,764.857779452275,159.628005240064,531.723618375587,110.972239311086,369.650429052174,77.1471013447594,256.978315381016,53.632109100857,178.649473626728,37.2846558907247,124.195827106214,25.9200241831911,86.3400443195539,18.0194140889026,60.0229768326052,12.5269668659455,41.7275410991597,8.70865712316033,29.0086859743389,6.05419569640146,20.1666295159375,4.20883323478748,14.0196955626615,2.92595054513696,9.74639135976478,2.03409974095102,6.7756210620357,1.41409148661579,4.71036295195617,0.983066214631316,3.2746103915816,0.683420550577234,2.27648555451571,0.475109043520995,1.5825963581016
474.592462952079,1582.31194457241,329.933261364451,1100.01186517245,229.367226519935,764.720324377728,159.454443555885,531.628060597964,110.851580478553,369.583997973552,77.0632201935871,256.932132973716,53.5737955288269,178.617367949862,37.2441167155301,124.173507470941,25.8918416406328,86.3245278698986,17.9998217883381,60.0121899085826,12.5133464397325,41.7200421072863,8.69918830097619,29.0034727292099,6.04761303943076,20.1630053054791,4.20425701908174,14.017176037659,2.92276919294457,9.74463980413325,2.03188808782477,6.77440339317856,1.41255396129478,4.70951643733855,0.981997338104208,3.27402190071757,0.682677475315585,2.27607643990642,0.474592462952079,1.58231194457241
474.07622278667,1582.02793397044,329.574374920361,1099.81442304792,229.117731249357,764.583064035094,159.2809962411,531.532638196564,110.731001154798,369.517661007505,76.9793943163444,256.886015992799,53.5155203828345,178.585307756948,37.20360425384,124.151219455783,25.8636776691104,86.3090334023195,17.980242398224,60.001418266341,12.4997349887717,41.7125537391969,8.68972571832266,28.9982668696591,6.04103472013679,20.1593862294214,4.19968381889762,14.0146600820549,2.91958993712109,9.74289072992177,2.02967789207908,6.77318744938676,1.41101744913423,4.70867112197394,0.980929165918958,3.27343424356559,0.681934889707322,2.27566790488774,0.47407622278667,1.58202793397044
473.560322430546,1581.74432575577,329.215724709238,1099.61726066014,228.868400206237,764.445998163432,159.107663096059,531.437350989983,110.610501201027,369.451418027922,76.8956236165431,256.839964350596,53.4572835958019,178.553292987036,37.1631184590224,124.128963018369,25.8355322362057,86.2935608873607,17.9606758960233,59.9906618854029,12.4861324973954,41.7050759806558,8.68026936430779,28.9930683857897,6.03446073094756,20.1557722808844,4.19511362897111,14.0121476910662,2.91641277400702,9.74114413380526,2.0274691511699,6.77197322834872,1.40948194836555,4.70782700425533,0.979861696846041,3.27284741900849,0.681192792897688,2.27525994868303,0.473560322430546,1.58174432575577
473.044761290609,1581.46111938963,328.857310318765,1099.42037763457,228.619233103934,764.309126502369,158.934443921494,531.342198797211,110.490080478709,369.385268908966,76.8119079978773,256.793977959624,53.3990851007779,178.52132357931,37.1226592845333,124.10673811642,25.8074053095616,86.2781102956301,17.9411222592417,59.9799207453351,12.4725389499657,41.6976088174579,8.67081922806021,28.9878772677267,6.02789106430534,20.1521634530029,4.19054644404816,14.0096388599203,2.91323769994977,9.73940001246581,2.02526186255797,6.77076072775788,1.40794745722345,4.70698408257921,0.978794929658256,3.27226142593151,0.680451184033541,2.2748525705173,0.473044761290609,1.58146111938963
472.52953877488,1581.17831433445,328.499131337402,1099.22377359749,228.370229656348,764.17244879209,158.761338518508,531.247181437627,110.369738849574,369.319213525072,76.7282473642225,256.748056732592,53.3409248309374,178.489399473086,37.0822266839164,124.084544707748,25.779296856882,86.2626815977989,17.9215814654272,59.9691948257484,12.4589543308743,41.6901522354289,8.66137529872902,28.982693505616,6.02132571266669,20.1485597389264,4.18598225888459,14.0071335838549,2.91006471130364,9.73765836259269,2.02305602370883,6.76954994531262,1.406413973946,4.70614235534553,0.977728863130712,3.27167626322231,0.679710062263347,2.27444576961727,0.47252953877488,1.58117831433445
472.014654292493,1580.8959100538,328.141187354383,1099.02744817597,228.121389577918,764.035964773343,158.588346688584,531.152298731001,110.249476175613,369.253251750943,76.6446416196356,256.702200582395,53.2828027195816,178.457520607808,37.0418206108032,124.062382750257,25.7512068459319,86.2472747646018,17.9020534921701,59.9584841062979,12.445378624542,41.682706220425,8.65193756548381,28.9775170896251,6.01476466850237,20.1449611318195,4.18142106824616,14.0046318581179,2.90689380442981,9.73591918088231,2.02085163209279,6.76834087871632,1.40488149677457,4.70530182095769,0.976663496040831,3.27109192977094,0.678969426737177,2.27403954521131,0.472014654292493,1.5808959100538
471.500107253698,1580.6139060124,327.783477959718,1098.8314009979,227.872712583622,763.899674187435,158.415468233574,531.057550497491,110.129292319076,369.187383461557,76.5610906683542,256.656409422117,53.2247187001369,178.425686923054,37.0014410189123,124.04025220194,25.7231352445367,86.2318897668365,17.882538317103,59.9477885666822,12.4318118154192,41.675270758333,8.64250601751452,28.9723480099425,6.00820792429732,20.1413676248613,4.17686286690843,14.0021336779675,2.90372497569629,9.73418246403822,2.01864868518493,6.76713352567731,1.40335002395386,4.70446247782252,0.975598827168334,3.27050842446986,0.678229276606703,2.27363389652947,0.471500107253698,1.5806139060124
470.985897069852,1580.33230167614,327.426002744187,1098.63563169196,227.624198388973,763.763576776232,158.242702955706,530.962936557644,110.009187142472,369.121608532157,76.4775944147959,256.610683165029,53.1666727061554,178.393898358531,36.9610878620493,124.018153020883,25.6950820205826,86.216526575364,17.8630359179006,59.9371081866442,12.4182538879855,41.6678458350702,8.6330806440315,28.9671862567779,6.00165547255063,20.1377792112457,4.17230764965683,13.9996390386722,2.90055822147796,9.73244820877107,2.01644718046508,6.76592788390886,1.40181955373187,4.70362432435033,0.974534855295242,3.26992574621389,0.677489611025193,2.27322882280343,0.470985897069852,1.58033230167614
470.472023153422,1580.05109651206,327.068761299341,1098.44013988764,227.37584671002,763.627672282157,158.070050657579,530.868456732395,109.889160508571,369.05592683826,76.3941527635584,256.565021724591,53.1086646713139,178.362154854075,36.9207610941071,123.99608516526,25.667047142016,86.2011851611078,17.8435462722794,59.9264429459701,12.4047048267496,41.660431436584,8.62366143426533,28.9620318203624,5.99510730577551,20.1341958841812,4.1677554112866,13.9971479355107,2.89739353815649,9.73071641179863,2.01424711541781,6.76472395112918,1.40029008435989,4.70278735895481,0.973471579205864,3.26934389390028,0.67675042914751,2.27282432326657,0.470472023153422,1.58005109651206
469.958484917977,1579.77028998833,326.711753217498,1098.24492521523,227.127657263346,763.491960448188,157.897511142164,530.774110843064,109.769212280398,368.990338255648,76.3107656194184,256.519425014448,53.050694529414,178.330456349654,36.8804606690649,123.974048593336,25.6390305768438,86.1858654950543,17.824069357998,59.9157928244899,12.3911646162494,41.6530275488526,8.61424837746687,28.9568846909478,5.98856341649921,20.1306176368912,4.16320614660273,13.9946603637717,2.89423092212036,9.72898706984572,2.01204848753241,6.76352172506139,1.39876161409249,4.7019515800531,0.972408997686796,3.26876286642862,0.676011730130103,2.27242039715389,0.469958484917977,1.57977028998833
469.445281778188,1579.4898815743,326.354978091741,1098.0499873058,226.879629766064,763.356441017857,157.7250842128,530.679898711355,109.649342321238,368.924842660372,76.2274328873317,256.47389294843,52.9927622143815,178.298802785364,36.8401865409884,123.952043263468,25.6110322931327,86.1705675482526,17.8046051528567,59.9051578020771,12.3776332410519,41.645634157884,8.60484146290716,28.9517448588071,5.98202379726304,20.1270444626134,4.15865985042,13.9921763187543,2.89107036976484,9.72726017964425,2.00985129430291,6.76232120343353,1.39723414118753,4.70111698606576,0.971347109526912,3.26818266270088,0.675273513131005,2.27201704370205,0.469445281778188,1.5794898815743
468.932413149826,1579.20987074045,325.998435515919,1097.85532579125,226.631763935822,763.221113735249,157.552769673197,530.58582015936,109.529550494629,368.85943992875,76.1441544724323,256.428425440556,52.9348676602663,178.26719410143,36.7999386640296,123.930069134101,25.5830522590095,86.1552912918139,17.7851536346975,59.8945378586483,12.3641106857528,41.6382512497165,8.59544067987737,28.9466123142342,5.97548844062231,20.1234763546003,4.15411651756291,13.9896957957676,2.88791187749195,9.72553573793314,2.00765553322802,6.76112238397854,1.39570766390614,4.70028357541674,0.970285913517359,3.26760328162142,0.674535777309831,2.27161426214937,0.468932413149826,1.57920987074045
468.419878449755,1578.93025695838,325.642125084638,1097.66094030425,226.384059490793,763.085978345001,157.380567327431,530.491875009551,109.409836664368,368.794129937366,76.0609302800321,256.383022405028,52.877010801242,178.235630238206,36.7597169924265,123.908126163768,25.5550904426608,86.1400366969119,17.7657147814038,59.8839329741639,12.3505969349771,41.6308788104186,8.58604601768876,28.9414870475441,5.96895733914626,20.1199133061188,4.14957614286566,13.9872187901308,2.88475544171047,9.72381374145837,2.00546120181114,6.75992526443424,1.3941821805127,4.69945134653337,0.96922540845155,3.26702472209694,0.673798521827771,2.27121205173579,0.468419878449755,1.57893025695838
467.907677095934,1578.65103970085,325.28604639327,1097.46683047825,226.136516149681,762.951034592299,157.208476979949,530.398063084783,109.290200694506,368.728912563072,75.9777602156206,256.337683756234,52.8191915716055,178.204111136175,36.7195214805027,123.886214311094,25.5271468123327,86.1248037347823,17.7462885709006,59.8733431286269,12.3370919733783,41.6235168260887,8.5766574656726,28.9363690490723,5.96243048541809,20.1163553104504,4.14503872117213,13.9847452971733,2.88160105883591,9.72209418697292,2.00326829756036,6.75872984254332,1.39265768927485,4.69862029784641,0.968165593125161,3.26644698303649,0.673061745847587,2.27081041170289,0.467907677095935,1.57865103970085
467.395808507412,1578.37221844177,324.930199037939,1097.27299594751,225.889133631716,762.816282222878,157.03649843556,530.304384208294,109.17064244935,368.663787682984,75.8946441848641,256.292409408744,52.7614099057768,178.172636735949,36.6793520826674,123.864333534793,25.4992213363308,86.1095923767227,17.7268749811543,59.8627683020838,12.3235957856387,41.6161652828551,8.56727501318017,28.9312583091755,5.95590787203487,20.112802360891,4.14050424733586,13.9822753122345,2.87844872529049,9.72037707123676,2.00107681798843,6.75753611605334,1.39113418846347,4.69779042778997,0.967106466336122,3.26587006335149,0.672325448533609,2.27040934129391,0.467395808507412,1.57837221844177
466.884272104323,1578.09379265614,324.574582615529,1097.07943634707,225.641911656654,762.681720983023,156.86463149944,530.210838203702,109.051161793458,368.59875517448,75.8115820936057,256.247199277315,52.7036657382984,178.141206978265,36.6392087534152,123.842483793666,25.4713139830201,86.0944025940927,17.7074739901723,59.8522084746239,12.3101083564693,41.6088241668761,8.55789864958266,28.926154818231,5.94938949160754,20.1092544507511,4.13597271622004,13.9798088306637,2.87529843750311,9.71866239101683,1.99888676061276,6.75634408271669,1.38961167635269,4.69696173480153,0.966048026884614,3.26529396195568,0.67158962905173,2.27000883975368,0.466884272104323,1.57809379265614
466.373067307887,1577.81576182013,324.219196723675,1096.88615131276,225.394849944774,762.547350619562,156.692875977129,530.117424895004,108.931758591644,368.533814915206,75.7285738478642,256.202053276886,52.6459590038357,178.10982180399,36.5990914473257,123.820665046603,25.4434247208246,86.0792343583132,17.6880855760033,59.8416636263793,12.2966296706097,41.6014934643396,8.54852836427113,28.9210585666368,5.94287533676084,20.1057115733552,4.13144412269743,13.9773458478204,2.87215019190937,9.71695014308705,1.9966981229554,6.75515374029064,1.38809015121985,4.69613421732195,0.964990273573059,3.26471867776517,0.670854286569404,2.26960890632868,0.466373067307887,1.57781576182013
465.862193540405,1577.53812541101,323.864040960766,1096.69314048119,225.147948216879,762.413170879868,156.521231674533,530.024144106576,108.812432708974,368.468966783069,75.6456193538344,256.156971322578,52.5882896371755,178.078481154119,36.5590001190635,123.798877252585,25.4155535182275,86.0640876408669,17.668709716737,59.8311337375249,12.283159712828,41.5941731614635,8.53916414665649,28.9159695448115,5.9363654001333,20.1021737220427,4.12691846165039,13.9748863590739,2.86900398495153,9.71524032422825,1.99451090254302,6.75396508653723,1.38656961134551,4.69530787379544,0.963933205206121,3.26414420969837,0.670119420255641,2.269209540267,0.465862193540405,1.57753812541101
465.351650225258,1577.2608829072,323.509114925939,1096.50040348975,224.901206194291,762.27918151186,156.349698397916,529.930995663172,108.693184010765,368.404210656239,75.562718517886,256.111953329698,52.5306575732271,178.04718496977,36.5189347233777,123.777120370678,25.3877003437708,86.0489624132979,17.649346390504,59.8206187882783,12.2696984679208,41.5868632444951,8.5298059861694,28.9108877431944,5.92985967437721,20.0986408901669,4.12239572797084,13.9724303598038,2.86585981307848,9.71353293122822,1.99232509690693,6.75277811922336,1.38505005501346,4.69448270266954,0.962876820590691,3.26357055667603,0.669385029281002,2.26881074081837,0.465351650225258,1.5772608829072
464.841436786901,1576.98403378822,323.154418219081,1096.3079399766,224.654623598855,762.145382263996,156.178275953906,529.837979389923,108.574012362586,368.339546413149,75.4798712465635,256.066999213732,52.4730627470208,178.015933192191,36.4788952151019,123.755394360037,25.359865166055,86.0338586472111,17.6299955754757,59.8101187588997,12.2562459207129,41.5795636997114,8.52045387226025,28.9058131522454,5.92335815215853,20.0951130710956,4.11787591656023,13.9699778453992,2.86271767274574,9.71182796088162,1.99014070358303,6.75159283612072,1.38353148051067,4.69365870239515,0.961821118535891,3.26299771762122,0.668651112817595,2.2684125072341,0.464841436786901,1.57698403378822
464.331552650864,1576.70757753472,322.799950440823,1096.11574958071,224.408200152933,762.011772885277,156.006964149492,529.745095112336,108.454917630257,368.274973932493,75.3970774465857,256.022108890348,52.415505093708,177.984725762757,36.438881549154,123.733699179907,25.3320479537393,86.0187763142728,17.6106572498641,59.7996336296914,12.2428020560576,41.5722745134189,8.5111077943991,28.9007457624448,5.91686082615694,20.0915902582108,4.11335902232951,13.9675288112594,2.85957756041545,9.71012540999005,1.98795772011183,6.75040923500577,1.38201388612731,4.69283587142649,0.960766097853061,3.26242569145934,0.667917670039073,2.26801483876713,0.464331552650864,1.57670757753472
463.821997243747,1576.43151362846,322.445711192541,1095.92383194179,224.161935579405,761.878353125242,155.835762792021,529.652342656292,108.335899679848,368.210493093223,75.3143370248451,255.977282275396,52.3579845485613,177.953562622965,36.3988936805358,123.712034789618,25.3042486755414,86.0037153862102,17.591331391922,59.7891633809985,12.2293668588363,41.5649956719534,8.50176774207563,28.8956855642935,5.91036768906574,20.0880724449088,4.10884504019912,13.9650832527935,2.85643947255633,9.70842527536195,1.98577614403839,6.74922731365978,1.38049727015674,4.69201420822111,0.959711757355755,3.26185447711808,0.667184700120628,2.26761773467201,0.463821997243747,1.57643151362846
463.312769993215,1576.15584155232,322.091700076354,1095.73218670035,223.915829601665,761.74512273397,155.6646716892,529.559721848048,108.216958377677,368.146103774556,75.2316498884077,255.932519284908,52.3005010469734,177.922443714442,36.3589315643329,123.690401148588,25.2764673002372,85.988675834811,17.5720179799425,59.7787079932081,12.2159403139586,41.5577271616802,8.49243370479908,28.8906325483126,5.90387873359184,20.0845596245999,4.10433396509894,13.9626411654205,2.85330340564367,9.70672755381261,1.98359597291238,6.74804706986877,1.37898163089551,4.69119371123986,0.958658095859739,3.26128407352743,0.666452202238988,2.26722119420488,0.463312769993215,1.57615584155232
462.803870328002,1575.88056079028,321.737916695121,1095.54081349766,223.669881943624,761.612081462075,155.493690649093,529.467232514232,108.098093590312,368.081805855964,75.1490159445123,255.887819835093,52.2430545244576,177.891368978939,36.3189951557144,123.668798216322,25.2487037966604,85.9736576319237,17.5527169922593,59.7682674467493,12.2025224063621,41.5504689689939,8.48310567209823,28.8855867050438,5.8973939524557,20.0810517907088,4.09982579196831,13.9602025445693,2.85016935615933,9.7050322421642,1.98141720428801,6.74686850142352,1.3774669666433,4.69037437894692,0.95760511218298,3.2607144796197,0.665720175572413,2.26682521662348,0.462803870328002,1.57588056079028
462.295297677902,1575.60567082744,321.384360652438,1095.34971197575,223.424092329706,761.479229060709,155.322819480122,529.374874481848,107.979305184568,368.017599217181,75.0664351005703,255.843183842345,52.1856449166469,177.860338358329,36.279084409933,123.647225952414,25.2209581337031,85.9586607494573,17.5334284072462,59.7578417220936,12.1891131210126,41.5432210803183,8.47378363352133,28.8805480250491,5.89091333839134,20.0775489366742,4.09532051575596,13.9577673856783,2.84703732059172,9.70333933724568,1.97923983572403,6.74569160611955,1.375953275703,4.68955620980975,0.956552805145644,3.26014569432948,0.66498861930069,2.26642980118715,0.462295297677902,1.57560567082744
461.787051473767,1575.33117115001,321.031031552639,1095.15888177745,223.178460484846,761.346565281555,155.152057991063,529.282647578266,107.86059302751,367.953483738197,74.9839072641648,255.798611223232,52.1282721592937,177.829351794615,36.2391992823242,123.625684316542,25.1932302803148,85.943685159381,17.5141522033173,59.747430799754,12.1757124429035,41.5359834821063,8.46446757863601,28.8755164989104,5.88443688414628,20.0740510559488,4.09081813142002,13.9553356841962,2.84390729543575,9.70164883589283,1.97706386478374,6.74451638175712,1.37444055638062,4.68873920229909,0.955501173570088,3.25957771659365,0.66425753260513,2.26603494715681,0.461787051473768,1.57533117115001
461.27913114751,1575.05706124529,320.677929000793,1094.96832254632,222.932986134491,761.214089876832,154.98140599105,529.190551631232,107.741956986448,367.889459299262,74.9014323430511,255.754101894505,52.0709361882701,177.798409229922,36.1993397283068,123.604173268471,25.1655202055031,85.9287308337243,17.4948883589266,59.7370346602857,12.1623203570564,41.5287561608399,8.45515749702931,28.8704921172304,5.87796458248148,20.0705581419996,4.08631863392796,13.952907435581,2.84077927719285,9.69996073494824,1.97488928903497,6.74334282614122,1.37292880698533,4.687923354889,0.954450216280857,3.25901054535138,0.663526914668566,2.26564065379498,0.46127913114751,1.57505706124529
460.771536132093,1574.78334060168,320.325052602699,1094.77803392672,222.687669004595,761.081802599289,154.810863289567,529.098586468858,107.623396928936,367.82552578088,74.8190102451548,255.709655773091,52.0136369395667,177.767510606497,36.1595057033818,123.582692768055,25.1378278783325,85.9137977445764,17.4756368525682,59.7266532842855,12.1489368485205,41.5215391030301,8.44585337830757,28.8654748706314,5.87149642617134,20.0670701883074,4.0818220182566,13.9504826353008,2.83765326237094,9.69827503126124,1.97271610605003,6.74217093708152,1.37141802582943,4.68710866605679,0.953399932104673,3.25844417954409,0.662796764675344,2.26524692036576,0.460771536132093,1.57478334060168
460.264265861532,1574.51000870868,319.97240196489,1094.58801556374,222.442508821623,760.949703202206,154.640429696456,529.006751919626,107.504912722778,367.761683063814,74.7366408785729,255.665272776099,51.9563743492933,177.736655866715,36.1196971631333,123.56124277523,25.1101532679253,85.8988858640868,17.4563976627761,59.7162866523916,12.1355619023728,41.5143322952169,8.4365552120964,28.8604647497562,5.86503240800367,20.063587188367,4.07732827939208,13.9480612788331,2.83452924748442,9.69659172168794,1.97054431340577,6.74100071239243,1.36990821122835,4.68629513428302,0.952350319870438,3.25787861811551,0.662067081811324,2.26485374613481,0.460264265861532,1.57451000870868
459.757319770891,1574.2370650569,319.619976694627,1094.39826710326,222.197505312544,760.817791439392,154.470105021906,528.915047812387,107.38650423602,367.697931029081,74.6543241515724,255.620952820811,51.8991483536776,177.705844953072,36.0799140632272,123.539823250022,25.082496343461,85.8839951644645,17.4371707681241,59.7059347452842,12.1221955037178,41.5071357239691,8.42726298804063,28.8554617452676,5.85857252077963,20.0601091356872,4.07283741232981,13.9456433616654,2.83140722905414,9.69491080309121,1.96837390868351,6.73983214989302,1.36839936150064,4.68548275805155,0.95130137840922,3.2573138600116,0.661337865263874,2.26446113036939,0.459757319770891,1.5742370650569
459.25069729628,1573.96450913801,319.267776399895,1094.2087881919,221.952658204835,760.686067065184,154.299889076462,528.823473976357,107.268171336953,367.634269557955,74.57205997259,255.57669582469,51.8419588890656,177.675077808188,36.0401563594116,123.51843415254,25.0548570741759,85.8691256179781,17.4179561472255,59.6955975436844,12.1088376376878,41.4999493758843,8.41797669580426,28.8504658478482,5.85211675731371,20.0566360237908,4.06834941207447,13.9432288792947,2.82828720360739,9.6932322723406,1.96620488946904,6.73866524740704,1.36689147496797,4.68467153584945,0.950253106554253,3.25674990418061,0.660609114221865,2.26406907233832,0.45925069729628,1.57396450913801
458.744397874851,1573.69234044481,318.915800689409,1094.01957847704,221.707967226476,760.554529834446,154.129781671017,528.732030241119,107.149913894111,367.570698531962,74.4898482502319,255.532501705374,51.7848058919209,177.644354374806,36.0004240075167,123.497075442979,25.0272354293633,85.8542771969556,17.3987537787332,59.685275028355,12.0954882894424,41.4927732375888,8.40869632507042,28.8454770482008,5.84566511043368,20.0531678462144,4.06386427364,13.9408178272277,2.82516916767788,9.69155612631242,1.96403725335262,6.73750000276291,1.3653845499551,4.68386146616707,0.949205503140929,3.25618674957301,0.65988082787567,2.26367757131198,0.458744397874851,1.57369234044481
458.238420944798,1573.42055847115,318.564049172604,1093.83063760682,221.463432105948,760.423179502567,153.959782616814,528.640716436621,107.031731776272,367.507217832883,74.4076888932732,255.488370380678,51.7276892988247,177.613674595792,35.960716963454,123.47574708162,24.9996313783734,85.8394498737846,17.3795636413397,59.6749671800998,12.0821474441688,41.4856072957378,8.39942186554128,28.8404953370481,5.83921757298059,20.0497045965084,4.05938199204952,13.9384102009808,2.82205311780574,9.68988236188965,1.96187099792898,6.73633641379369,1.36387858478991,4.68305254749796,0.94815856700679,3.25562439514155,0.659153005417159,2.26328662656234,0.458238420944798,1.57342055847115
457.732765945351,1573.14916271199,318.212521459638,1093.64196523013,221.219052572237,760.292015825459,153.789891725445,528.549532393175,106.913624852456,367.443827342754,74.3255818106577,255.444301768594,51.6706090464752,177.583038414133,35.9210351832166,123.454449028828,24.9720448906129,85.8246436209114,17.3603857137767,59.664673979764,12.0688150870814,41.4784515370147,8.39015330693807,28.8355207051327,5.83277413780869,20.0462462682371,4.05490256233538,13.9360059960798,2.81893905053749,9.68821097596194,1.95970612079727,6.73517447833712,1.36237357780334,4.68224477833892,0.947112296991529,3.25506283984122,0.658425646039693,2.26289623736289,0.457732765945351,1.57314916271199
457.227432316778,1572.87815266335,317.861217161387,1093.45356099663,220.974828354828,760.161038559559,153.620108808849,528.458477941458,106.795592991925,367.38052694386,74.243526911497,255.400295787288,51.6135650716876,177.552445772941,35.8813786228789,123.433181245055,24.944475935545,85.8098584108417,17.3412199748154,59.6543954082336,12.0554912034221,41.4713059481317,8.38089063900097,28.8305531432168,5.82633479778543,20.0427928549786,4.05042597953907,13.9336052080602,2.815826962426,9.68654196542561,1.9575426195611,6.73401419423552,1.36086952732943,4.68143815718997,0.946066691936981,3.25450208262922,0.657698748938124,2.2625064029887,0.457227432316778,1.57287815266335
456.722419500376,1572.60752782236,317.510135889447,1093.2654245567,220.730759183702,760.030247461823,153.450433679314,528.367552912509,106.677636064181,367.317316518742,74.1615241050704,255.356352355102,51.5565573113935,177.521896615446,35.8417472385962,123.411943690836,24.9169244826891,85.7950942161398,17.3220664032657,59.6441314464354,12.0421757784597,41.4641705158294,8.37163385148909,28.8255926420826,5.81989954579142,20.0393443503247,4.04595223871125,13.9312078324673,2.81271685003054,9.68487532718364,1.95538049182847,6.73285555933587,1.35936643170529,4.68063268255433,0.945021750687112,3.25394212246502,0.656972313308787,2.26211712271641,0.456722419500376,1.57260752782236
456.217726938473,1572.33728768719,317.159277256128,1093.0775555615,220.486844789342,759.89964228973,153.28086614947,528.276757137726,106.559753938969,367.25419595019,74.0795733008245,255.312471390554,51.4995857026408,177.491390885003,35.8021409866047,123.390736326789,24.889390501621,85.7803510094289,17.3029249779771,59.6338820753375,12.0288687974905,41.4570452268768,8.36238293418041,28.8206391925321,5.8134683747204,20.035900747881,4.04148133491169,13.9288138648554,2.80960870991668,9.68321105814562,1.9532197352118,6.73169857148974,1.35786428927109,4.67982835293844,0.943977472088024,3.2533829583103,0.656246338349499,2.26172839582416,0.456217726938473,1.57233728768719
455.713354074426,1572.06743175711,316.808640874455,1092.8899536629,220.243084902725,759.769222801276,153.111406032297,528.186090448871,106.441946486271,367.191165121245,73.9976744083727,255.268652812334,51.4426501825934,177.460928525086,35.7625598232212,123.369559113621,24.8618739619724,85.7656287633908,17.2837956778377,59.6236472759482,12.0155702458376,41.4499300680711,8.35313787687175,28.8156927853867,5.80704127747917,20.0324620412665,4.03701326320925,13.9264233007889,2.80650253865634,9.68154915522777,1.95106034732792,6.7305432285533,1.35636309837006,4.67902516685191,0.942933854987943,3.25282458912896,0.655520823259555,2.26134022159169,0.455713354074426,1.57206743175711
