theta,E=0.010000,E=0.014384,E=0.020691,E=0.029764,E=0.042813,E=0.061585,E=0.088587,E=0.127427,E=0.183298,E=0.263665,E=0.379269,E=0.545559,E=0.784760,E=1.128838,E=1.623777,E=2.335721,E=3.359818,E=4.832930,E=6.951928,E=10.000000
0.031,46446.7489143062,32289.4452510936,22447.38973113,15605.2636340717,10848.6668608583,7541.91504979894,5243.08501200335,3644.95493009127,2533.94640979134,1761.58128998693,1224.63862268009,851.359948408006,591.859303087346,411.456323856994,286.041472287084,198.853970942004,138.241848090183,96.104736922568,66.8113207871089,46.4467489143062
0.032,44995.0517587365,31280.2358463101,21745.7946230899,15117.5197691288,10509.5908395702,7306.19184244289,5079.21193635756,3531.03154841485,2454.7476955337,1706.5229143685,1186.36243658092,824.750619566711,573.360689365758,398.596220858475,277.101221324411,192.638772876735,133.921087168391,93.1009750557328,64.7231271758522,44.9950517587365
0.033,43631.3289756659,30332.1855915362,21086.7169155568,14659.3336947306,10191.0631813397,7084.75370905772,4925.26974122918,3424.01204333384,2380.3485065509,1654.8011341462,1150.40582756489,799.753844003799,555.983111066754,386.515453609996,268.702758960971,186.800222342703,129.862168897014,90.2792443131975,62.7614802908889,43.6313289756659
0.034,42347.8181204162,29439.8980911509,20466.4050731696,14228.0973705194,9891.27079529799,6876.34020193265,4780.38217244973,3323.28724926269,2310.32535531616,1606.12154384216,1116.56412706465,776.227337605632,539.627653299523,375.14525719203,260.798280320078,181.305085734014,126.041989512642,87.6234831250762,60.915214244539,42.3478181204162
0.035,41137.6438848426,28598.5936804604,19881.5363074652,13821.5008178924,9608.60780096107,6679.83492452365,4643.77311918412,3228.3176195398,2244.30315287716,1560.22338431879,1084.6560572062,754.045077300103,524.206705732184,364.424725532984,253.345443939515,176.123927571157,122.440085681967,85.1194655294667,59.1744392505694,41.1376438848426
0.036,39994.6948839259,27804.0237686248,19329.1570286976,13437.4907225355,9341.64674900946,6494.2455243469,4514.75270513433,3138.62355713254,2181.94848683173,1516.87486967595,1054.5204821015,733.095042578649,509.642392514159,354.29971990254,246.306612963973,171.230582983449,119.038267775378,82.754546226898,57.5303643878824,39.9946948839259
0.037,38913.5204229183,27052.3990719212,18806.6329541201,13074.2357500598,9089.11450896872,6318.686930268,4392.70563522362,3053.77731333603,2122.96398936168,1475.86927194861,1026.0136859585,713.277323257933,495.865256805728,344.721954406078,239.648219387355,166.601715734869,115.820312609703,80.5174469772984,55.9751491052265,38.9135204229183
0.038,37889.2435644124,26340.3291785965,18311.6070939059,12730.0973381173,8849.87196409827,6152.36723653488,4277.0813822779,2973.39616562475,2067.08359452431,1437.02162401012,999.007080963213,694.502526015999,482.813153013441,335.648225874719,233.340228677883,162.216446035289,112.771704705259,78.3980767237591,54.501778172533,37.8892435644124
0.039,36917.487569708,25664.7714114356,17841.9642007739,12403.6049820359,8622.89683014347,5994.57575849806,4167.38588344849,2897.13664506545,2014.06852519153,1400.16592972111,973.385267795374,676.69042607671,470.430309450853,327.039762233813,227.355686768569,158.056035611511,109.879417349507,76.3873793895647,53.1039558705077,36.917487569708
0.04,35994.3133739739,25022.9873609442,17395.8005521706,12093.4352276106,8407.26905127485,5844.67287997283,4063.17448217147,2824.68962961809,1963.70388194796,1365.15279255613,949.044387066703,659.76882114152,458.666531600147,318.861668616169,221.670334999117,154.103620017653,107.131726501157,74.4772045056687,51.7760160517838,35.9943133739739
0.041,35116.1662113854,24412.505779529,16971.3981545716,11798.3937381193,8202.158333207,5702.08138635325,3964.04590301094,2755.77615549038,1915.7957311748,1331.84739126045,925.890712012139,643.672553038551,447.47652196962,311.082454531869,216.262281407789,150.34398011962,104.518051927822,72.660196770734,50.5128453638583,35.1161662113854
0.042,34279.829865243,23831.0907765093,16567.2026328828,11517.399923194,8006.81345730049,5566.27903585285,3869.63708723908,2690.14382687012,1870.16860912165,1300.12774469878,903.839442225168,628.342669136081,436.819297114384,303.673628585265,211.111718981576,146.763346224654,102.028821038292,70.9297013883104,49.3098174401789,34.279829865243
0.043,33482.3873017949,23276.7144510348,16181.8042050415,11249.4737125006,7820.55308571928,5436.79216731624,3779.61874903284,2627.56372662527,1826.66337424735,1269.88321881816,882.813665709154,613.725700768109,426.657686003015,296.609349743083,206.200683220302,143.349229541645,99.6553517149554,69.2796826127781,48.1627362738711,33.4823873017949
0.044,32721.1866721746,22747.533256877,15813.9212509903,10993.7241330077,7642.75782043037,5313.19017969291,3693.69153764387,2567.82774827203,1785.13535242356,1241.01323720675,862.743462467129,599.773040056433,416.957896788748,289.866126156884,201.512842760162,140.090276624126,97.3897511236142,67.7046534026621,47.0677873132293,32.7211866721746
0.045,31993.8118474138,22241.8675185823,15462.3860724541,10749.3394092864,7472.86332100343,5195.0807475811,3611.58271127912,2510.74628368067,1745.45272944438,1213.42616357819,843.565127612935,586.440399823117,407.689141344519,283.422554142525,197.033317914128,136.976143220865,95.2248280153312,66.1996144535054,46.0214950778089,31.9938118474138
0.046,31298.0567967144,21758.183619432,15126.1325101377,10515.5783550749,7310.35432008878,5082.10566083123,3533.04324482307,2456.14621238479,1707.49515320871,1187.03833001879,825.220495815707,573.687343949154,398.823308771691,277.259091205778,192.748522880994,133.997384580733,93.1540164671597,64.7600011829753,45.0206863028547,31.2980567967144
0.047,30631.9032365791,21295.0784632779,14804.1851417067,10291.7628637934,7154.75940287691,4973.93719526369,3457.84530678694,2403.86914757467,1671.1525143474,1161.77318928833,807.656351985477,561.476877687352,390.334680588517,271.357858043406,188.646028097949,131.145359761204,91.1713093581034,63.3816374838293,44.0624577886958,30.6319032365791
0.048,29993.5010738013,20851.2658786506,14495.6498300209,10077.271337743,7005.64643912554,4870.27493704705,3385.78005163923,2353.76990134128,1636.32387927203,1137.56057308323,790.823915623082,549.775089186097,382.199681520051,265.702465294097,184.714439799075,128.412147898291,89.2712001605791,62.0606952577597,43.1441482689654,29.9935010738013
0.049,29381.15124319,20425.5646876691,14199.7054287263,9871.53292189394,6862.61857453029,4770.84299592778,3316.65568246316,2305.71513784976,1602.91655387071,1114.33604112467,774.678388310896,538.550834908178,374.396660803576,260.27786150358,180.943294321789,125.790474729144,87.4486318594565,60.7936589042777,42.2633137235296,29.38115124319
0.05,28793.2906047687,20016.8882066822,13915.5964831771,9674.0224296185,6725.31070313092,4675.38755287246,3250.29574609517,2259.58218813193,1570.84525956045,1092.04030835609,759.178555504678,527.775462799338,366.905699737378,255.070199333912,177.32296509651,123.273647931939,85.6989520008129,59.5772940709317,41.4177056538638,28.7932906047687
0.051,28228.4786177737,19624.2349821286,13642.6267900715,9484.25586539669,6593.38635472855,4583.67469622272,3186.5376288354,2215.2580043151,1540.03140627453,1070.61873952925,744.286435173438,517.422568025251,359.708441870848,250.066717512868,173.844580578715,120.855500072832,84.0178730290696,58.4086200799702,40.6052519142673,28.2284786177737
0.052,27685.3855522684,19246.6805953353,13380.1537002076,9301.78646413283,6466.53494144708,4495.48850752449,3125.23122573004,2172.63823451669,1510.40244933594,1050.02090210729,729.96696698085,507.46777689267,352.787942788026,245.255636404537,170.499951650377,118.530338135965,82.401437200613,57.2848855365438,39.8240397548614,27.6853855522684
0.053,27162.7820352917,18883.370395076,13127.5830662095,9126.20117885135,6344.46931600462,4410.62936405599,3066.23776050094,2131.62640246787,1481.89131913755,1030.20016978249,716.187736653686,497.888555232354,346.128536896786,240.626065402125,167.281507240108,116.292898767047,80.8459854694576,56.2035466982427,39.0723007842474,27.1627820352917
