theta,E=0.010000,E=0.014384,E=0.020691,E=0.029764,E=0.042813,E=0.061585,E=0.088587,E=0.127427,E=0.183298,E=0.263665,E=0.379269,E=0.545559,E=0.784760,E=1.128838,E=1.623777,E=2.335721,E=3.359818,E=4.832930,E=6.951928,E=10.000000
2.667,145197.616781644,70172.995271256,33914.1190777606,16390.4571605432,7921.39360352044,3828.35426780828,1850.21691048559,894.196925460258,432.159136029478,208.859495639191,100.940337208749,48.7837607987792,23.5768512715672,11.3945277440666,5.50689576885441,2.66144430819594,1.28625746753548,0.621639260944095,0.300433918170011,0.145197616781644
2.668,145127.47760726,70139.0974975771,33897.7365202173,16382.5395847696,7917.56709438318,3826.50494263652,1849.32314453123,893.764974609557,431.950377196685,208.758603951633,100.891576959987,48.7601953107111,23.5654622355801,11.3890235024255,5.50423560726768,2.66015867065874,1.28563612788254,0.621338971824385,0.300288790533315,0.14512747760726
2.669,145057.525819506,70105.2902865494,33881.3977309715,16374.6431619089,7913.75080830116,3824.66055819603,1848.43176639783,893.334177776068,431.74217609236,208.657981810353,100.842946981061,48.7366927811459,23.5541036269982,11.3835339661372,5.50158255267531,2.65887646788233,1.28501644822554,0.621039484969127,0.300144050625432,0.145057525819506
2.67,144987.761143065,70071.5735051138,33865.1026457168,16366.7678608821,7909.94473025414,3822.82110722765,1847.54277257709,892.904533264249,431.534531897059,208.55762881932,100.794447080572,48.7132531175815,23.542775401116,11.3780591135956,5.49893659463533,2.65759769482019,1.28439842612551,0.620740799199594,0.299999697876691,0.144987761143065
2.671,144918.183303488,70037.9470206312,33848.8512003495,16358.9136507085,7906.14884526934,3820.98658249513,1846.65615957177,892.476039383917,431.327443793929,208.457544583754,100.746077067724,48.6898762278085,23.5314775133692,11.3725989232633,5.49629772273877,2.65632234644173,1.28378205915121,0.620442913340781,0.299855731719221,0.144918183303488
2.672,144848.792027195,70004.4107008822,33832.643330969,16351.0805005053,7902.3631384213,3819.15697678511,1845.7719238957,892.04869445023,431.120910968697,208.357728710122,100.697836752328,48.6665620199086,23.5202099193344,11.3671533736706,5.49366592660958,2.65505041773228,1.28316734487909,0.620145826221398,0.299712151586946,0.144848792027195
2.673,144779.58704147,69970.9644140653,33816.4789738764,16343.2683794873,7898.58759483179,3817.33228290703,1844.89006207375,891.622496783676,430.914932609667,208.258180806137,100.649725944792,48.6433104022546,23.5089725747289,11.3617224434161,5.4910411959045,2.65378190369301,1.28255428089325,0.619849536673862,0.29956895691558,0.14477958704147
2.674,144710.568074462,69937.6080287965,33800.3580655749,16335.477256967,7894.82219966969,3815.51249369312,1844.01057064178,891.197444710061,430.709507907714,208.158900480755,100.601744456129,48.6201212835093,23.4977654354098,11.3563061111658,5.48842352031305,2.65251679934094,1.28194286478544,0.619554043534285,0.299426147142624,0.144710568074462
2.675,144641.734855181,69904.3414141081,33784.2805427687,16327.7071023538,7891.06693815086,3813.69760199831,1843.13344614662,890.773536560496,430.504636056273,208.059887344169,100.553892097946,48.5969945726247,23.4865884573745,11.3509043556536,5.48581288955739,2.65125509970886,1.28133309415505,0.619259345642467,0.299283721707363,0.144641734855181
2.676,144573.087113494,69871.1644394476,33768.2463423626,16319.9578851544,7887.32179553802,3811.88760070018,1842.25868514606,890.350770671383,430.30031625134,207.961141007809,100.506168682452,48.5739301788417,23.4754415967597,11.3455171556805,5.48320929339229,2.64999679984533,1.28072496660909,0.618965441841886,0.299141680050857,0.144573087113495
2.677,144504.624580129,69838.0769746765,33752.2554014616,16312.2295749721,7883.58675714069,3810.08248269891,1841.38628420881,889.929145384403,430.09654769146,207.862661084338,100.458574022449,48.5509280116891,23.4643248098413,11.3401444901151,5.48061272160502,2.6487418948146,1.28011847976213,0.618672330979691,0.299000021615942,0.144504624580129
2.678,144436.346986666,69805.07889007,33736.3076573706,16304.5221415066,7879.86180831501,3808.28224091723,1840.51623991447,889.508659046501,429.893329577725,207.764447187648,100.411107931333,48.527987980983,23.4532380530339,11.3347863378929,5.47802316401527,2.6474903796966,1.27951363123635,0.61838001190669,0.29885874584722,0.144436346986666
2.679,144368.254065539,69772.1700563153,33720.4030475937,16296.8355545543,7876.14693446366,3806.48686830036,1839.64854885351,889.089310009877,429.690661113764,207.66649893286,100.363770223095,48.5051099968261,23.442181282891,11.3294426780165,5.47544061047511,2.6462422495869,1.27891041866147,0.618088483477345,0.298717852191062,0.144368254065539
2.68,144300.345550033,69739.3503445108,33704.5415098336,16289.1697840072,7872.44212103575,3804.69635781596,1838.78320762726,888.671096631973,429.488541505739,207.568815936316,100.316560712316,48.482293969607,23.4311544561039,11.324113489555,5.47286505086884,2.64499749959666,1.27830883967474,0.617797744549761,0.298577340095597,0.144300345550033
2.681,144232.621174282,69706.6196261653,33688.7229819914,16281.5247998533,7868.74735352671,3802.91070245407,1837.92021284784,888.254017275456,429.286969962339,207.471397815583,100.269479214168,48.4595398099995,23.4201575295018,11.3187987516443,5.47029647511301,2.64375612485262,1.27770889192095,0.617507793985676,0.298437209010711,0.144232621174282
2.682,144165.080673267,69673.9777731969,33672.947402166,16273.9005721764,7865.06261747815,3801.12989522705,1837.05956113819,887.838070308209,429.085945694774,207.374244189443,100.222525544412,48.436847428962,23.4091904600517,11.3134984434869,5.46773487315624,2.64251812049701,1.27711057305238,0.617218630650454,0.298297458388043,0.144165080673267
2.683,144097.723782814,69641.424657932,33657.2147086536,16266.2970711554,7861.38789847781,3799.35392916954,1836.20124913199,887.423254103321,428.885467916769,207.277354677895,100.175699519396,48.4142167377366,23.3982532048574,11.3082125443514,5.46518023497922,2.64128348168758,1.2765138807288,0.616930253413078,0.29815808768098,0.144097723782814
2.684,144030.55023959,69608.9601531041,33641.5248399473,16258.7142670644,7857.72318215936,3797.58279733842,1835.34527347368,887.009567039067,428.685535844555,207.180728902148,100.129000956053,48.3916476478488,23.3873457211599,11.3029410335725,5.4626325505946,2.6400522035975,1.27591881261744,0.616642661146137,0.298019096344652,0.14403055023959
2.685,143963.559781105,69576.5841318533,33625.8777347366,16251.1521302725,7854.06845420237,3795.81649281271,1834.4916308184,886.597007498903,428.486148696868,207.084366484624,100.082429671902,48.3691400711064,23.3764679663363,11.297683890551,5.46009181004691,2.63882428141537,1.27532536639297,0.61635585272582,0.29788048383593,0.143963559781105
2.686,143896.752145707,69544.2964677251,33610.2733319067,16243.6106312434,7850.42370033218,3794.05500869357,1833.64031783198,886.185573871449,428.287305694939,206.988267048949,100.035985485043,48.346693919599,23.3656198979004,11.2924410947536,5.45755800341252,2.63759971034517,1.27473353973752,0.616069827031909,0.297742249613418,0.143896752145707
2.687,143830.12707258,69512.0970346691,33594.7115705386,16236.0897405353,7846.78890631974,3792.29833810421,1832.79133119092,885.775264550478,428.089006062491,206.892430219954,99.989668214161,48.3243091056975,23.3548014735014,11.2872126257125,5.45503112079948,2.63637848560618,1.27414333034061,0.615784582947766,0.297604393137455,0.14383012707258
2.688,143763.684301745,69479.9857070388,33579.1923899081,16228.5894288005,7843.1640579816,3790.54647418984,1831.94466758236,885.366077934908,427.891249025729,206.796855623668,99.9434776785184,48.3019855420532,23.3440126509245,11.2819984630254,5.45251115234757,2.63516060243303,1.27355473589916,0.615500119360329,0.297466913870106,0.143763684301745
2.689,143697.423574054,69447.9623595897,33563.7157294854,16221.1096667856,7839.54914117969,3788.79941011765,1831.10032370404,884.958012428779,427.694033813341,206.701542887322,99.8974136979576,48.2797231415971,23.3332533880897,11.2767985863556,5.4499980882281,2.63394605607559,1.27296775411745,0.6152164351601,0.297329811275157,0.143697423574054
2.69,143631.344631189,69416.0268674792,33548.2815289349,16213.6504253308,7835.9441418213,3787.05713907673,1830.2582962643,884.551066441254,427.497359656483,206.60649163934,99.8514760928988,48.2575218175395,23.3225236430523,11.2716129754312,5.44749191864392,2.63273484179895,1.27238238270716,0.614933529241139,0.297193084818115,0.143631344631189
2.691,143565.447215662,69384.179106265,33532.8897281147,16206.2116753698,7832.34904585891,3785.31965427801,1829.41858198202,884.145238386596,427.301225788781,206.511701509338,99.8056646843382,48.2353814833691,23.3118233740019,11.2664416100457,5.4449926338293,2.63152695488341,1.27179861938727,0.614651400501054,0.297056733966202,0.143565447215662
2.692,143499.731070813,69352.4189519048,33517.5402670757,16198.7933879297,7828.76383929015,3783.58694895424,1828.58117758664,883.740526684162,427.105631446322,206.417172128121,99.7599792938466,48.2133020528523,23.3011525392624,11.2612844700574,5.44250022404989,2.63032239062443,1.27121646188411,0.614370047840993,0.296920758188351,0.143499731070813
2.693,143434.195940806,69320.7462807545,33502.2330860619,16191.3955341308,7825.18850815761,3781.85901635991,1827.74607981811,883.33692975839,426.910575867646,206.322903127682,99.7144197435687,48.1912834400329,23.2905110972918,11.2561415353892,5.4400146796026,2.62912114433257,1.27063590793132,0.614089470165637,0.296785156955201,0.143434195940806
2.694,143368.841570626,69289.160969568,33486.9681255091,16184.0180851861,7821.62303854882,3780.13584977121,1826.91328542684,882.934446038784,426.716058293744,206.228894141198,99.668985856221,48.1693255592311,23.2798990066815,11.2510127860287,5.43753599081558,2.62792321133349,1.27005695526982,0.613809666383188,0.296649929739095,0.143368841570626
2.695,143303.667706082,69257.662895496,33471.7453260451,16176.6610124016,7818.06741659606,3778.41744248596,1826.08279117374,882.533073959906,426.522077968051,206.135144803025,99.6236774550908,48.1474283250427,23.2693162261565,11.245898202028,5.43506414804809,2.62672858696789,1.2694796016478,0.613530635405365,0.296515076014073,0.143303667706082
2.696,143238.6740938,69226.251936085,33456.5646284892,16169.3242871756,7814.52162847634,3776.70378782363,1825.25459383013,882.132811961363,426.328634136441,206.0416547487,99.5784943640352,48.1255916523392,23.2587627145747,11.2407977635033,5.43259914169049,2.62553726659149,1.26890384482071,0.613252376147395,0.296380595255872,0.1432386740938
2.697,143173.860481225,69194.9279692765,33441.4259738511,16162.0078809984,7810.98566041121,3774.99487912517,1824.42869017776,881.733658487792,426.135726047216,205.948423614932,99.5334364074788,48.1038154562663,23.2482384309265,11.235711450635,5.43014096216409,2.624349245575,1.26832968255124,0.612974887527999,0.296246486941919,0.143173860481225
2.698,143109.226616616,69163.690873406,33426.3293033313,16154.7117654527,7807.45949866672,3773.29070975307,1823.60507700875,881.335611988854,425.943352951108,205.855451039605,99.4885034104133,48.0820996522435,23.2377433343348,11.2306392436676,5.42768959992117,2.62316451930405,1.26775711260931,0.612698168469394,0.296112750551326,0.143109226616616
2.699,143044.772249045,69132.5405272018,33411.2745583201,16147.4359122128,7803.94312955328,3771.59127309123,1822.7837511256,880.938670919214,425.751514101268,205.762736661773,99.4436951983958,48.060444155964,23.2272773840548,11.2255811229092,5.42524504544481,2.62198308317918,1.26718613277203,0.612422217897273,0.295979385564891,0.143044772249045
2.7,142980.497128396,69101.4768097848,33396.2616803973,16140.1802930448,7800.43653942559,3769.89656254499,1821.96470934114,880.542833738539,425.560208753265,205.670280121656,99.3990115975474,48.0388488833931,23.216840539473,11.2205370687317,5.42280728924888,2.62080493261583,1.2666167408237,0.612147034740808,0.295846391465089,0.142980497128396
2.701,142916.401005363,69070.4996006667,33381.290611332,16132.9448798058,7796.93971468248,3768.206571541,1821.14794847853,880.148098911479,425.369436165073,205.57808106064,99.3544524345521,48.0173137507686,23.2064327601077,11.2155070615706,5.42037632187798,2.61963006304425,1.26604893455582,0.611872617932636,0.295713767736069,0.142916401005363
2.702,142852.483631447,69039.6087797498,33366.3612930817,16125.7296444445,7793.45264176686,3766.52129352719,1820.3334653712,879.754464907656,425.179195597073,205.486139121271,99.3100175366551,47.9958386745991,23.1960540056082,11.2104910819247,5.41795213390729,2.6184584699095,1.26548271176699,0.611598966408848,0.295581513863655,0.142852483631447
2.703,142788.744758955,69008.8042273258,33351.4736677921,16118.5345590002,7789.9753071656,3764.84072197279,1819.52125686286,879.361930201659,424.989486312043,205.394453947255,99.265706731662,47.9744235716645,23.1857042357547,11.205489110356,5.4155347159426,2.61729014867141,1.264918070263,0.611326079108989,0.295449629335334,0.142788744758955
2.704,142725.184140997,68978.0858240747,33336.6276777968,16111.3595956032,7786.50769740941,3763.16485036816,1818.71131980747,878.970493273024,424.800307575153,205.303025183454,99.2215198479371,47.9530683590143,23.1753834104579,11.2005011274896,5.41312405862014,2.61612509480456,1.26435500785673,0.611053954976043,0.295318113640258,0.142725184140997
2.705,142661.801531487,68947.4534510644,33321.8232656167,16104.2047264743,7783.04979907278,3761.49367222486,1817.90365106919,878.580152606225,424.611658653961,205.211852475884,99.1774567144024,47.9317729539676,23.1650914897586,11.1955271140135,5.4107201526066,2.6149633037982,1.26379352236818,0.61078259295643,0.295186966269239,0.142661801531487
2.706,142598.596685136,68916.9069897491,33307.0603739595,16097.0699239244,7779.60159877382,3759.82718107551,1817.09824752239,878.190906690667,424.423538818407,205.120935471711,99.1335171605359,47.9105372741125,23.1548284338278,11.1905670506787,5.40832298859899,2.61380477115629,1.26323361162443,0.610511991999993,0.295056186714744,0.142598596685136
2.707,142535.569357456,68886.4463219691,33292.3389457194,16089.9551603548,7776.16308317421,3758.1653704738,1816.29510605161,877.802754020669,424.235947340806,205.030273819251,99.0897010163706,47.8893612373051,23.1445942029658,11.1856209182986,5.4059325573246,2.61264949239736,1.26267527345964,0.610242151059993,0.294925774470891,0.142535569357456
2.708,142472.719304755,68856.0713299496,33277.6589239767,16082.8604082564,7772.73423897909,3756.5082339944,1815.49422355153,877.415693095454,424.048883495842,204.939867167964,99.0460081124933,47.8682447616692,23.1343887576025,11.1806886977491,5.40354884954093,2.6114974630546,1.262118505715,0.609973069093102,0.294795729033447,0.142472719304755
2.709,142410.046284134,68825.7818962995,33263.020251997,16075.7856402101,7769.3150529369,3754.85576523294,1814.69559692698,877.029722419141,423.862346560566,204.849715168454,99.0024382800431,47.8471877655954,23.1242120582967,11.1757703699687,5.40117185603561,2.61034867867573,1.26156330623877,0.609704745059393,0.294666049899822,0.142410046284134
2.71,142347.550053489,68795.5779040113,33248.4228732315,16068.7308288861,7765.90551183939,3753.20795780596,1813.89922309286,876.644840500728,423.676335814388,204.759817472464,98.9589913507103,47.8261901677408,23.1140640657358,11.1708659159579,5.39880156762635,2.609203134823,1.26100967288623,0.609437177922333,0.294536736569068,0.142347550053489
2.711,142285.230371505,68765.4592364593,33233.8667313157,16061.695947044,7762.50560252141,3751.56480535084,1813.10509897416,876.261045854086,423.490850539072,204.670173732875,98.9156671567347,47.8052518870282,23.1039447407358,11.1659753167793,5.39643797516084,2.60806082707318,1.26045760351964,0.609170366648776,0.294407788541871,0.142285230371505
2.712,142223.086997656,68735.4257773994,33219.3517700698,16054.6809675323,7759.1153118609,3749.92630152576,1812.31322150594,875.878336997944,423.305890018731,204.580783603705,98.8724655309051,47.7843728426455,23.0938540442408,11.1610985535574,5.3940810695167,2.60692175101748,1.25990709600828,0.608904310208953,0.294279205320552,0.142223086997656
2.713,142161.119692206,68705.4774109679,33204.8779334975,16047.6858632884,7755.73462677871,3748.29244000968,1811.52358763327,875.496712455881,423.121453539819,204.491646740102,98.8293863065574,47.763552954045,23.0837919373228,11.1562356074786,5.39173084160141,2.60578590226154,1.25935814822838,0.608639007576466,0.29415098640906,0.142161119692206
